"","X","SBL","STORIES","GROSS_SQ_FT","OVER_COND","BUILD_AGE","CLASS","CLASSDSCRP","CURRENT_LAND_VALUE","STRUCTURE_VALUE","CrowdednessRate","DisabledRate","HSCompletedRate","BothParentsRate","UnemploymentRate","YoungUnemploymentRate","MalePopRate","PovertyRate","NonWhiteRate","ChildrenRate","ElderlyRate","VacancyRate","OwnerOccupiedRate","MedianIncome","FIRE"
"899",920,"09165000030150000000",1,6.58340922215876,"NORMAL",57,"Commercial","1 OCCUPANT SM STRUCTURE",8.94897560784178,10.5789797978574,0.0125940216996605,0.304177358399949,0.593141924866087,0.197599877494209,0.314637683859314,0.457034618228433,0.466993439429945,0.48237239744673,0.65138222489008,0.0932616334861701,0.0754115649217866,0.130792222592599,0.373414414583786,21997.8057733495,"NO"
"900",921,"09165000030900000000",1,8.0532511535491,"GOOD",89,"Commercial","DETACHED ROW BUILDING",9.25913053614561,10.9241382997345,0.0100272022401579,0.302196897375122,0.53218772294873,0.114344747534623,0.347485435511426,0.608042600315035,0.470804559350272,0.582789236732582,0.709406569075056,0.108898464934604,0.0622837282240643,0.146399038220002,0.335943717056257,18189.4649946538,"NO"
"901",922,"09165000030910000000",2,8.20303024171486,"NORMAL",89,"Commercial","DETACHED ROW BUILDING",9.14846496825809,10.7276629955025,0.0100533399535222,0.301586952307923,0.532432599567496,0.11451846025214,0.346943924654715,0.607451954253387,0.471147944857202,0.582275125910034,0.709945294881429,0.108907733533515,0.0624059599134734,0.146762083566136,0.336219969311326,18207.7956216632,"NO"
"902",923,"09165000030920010000",1,7.77064523412918,"NORMAL",147,"Commercial","DETACHED ROW BUILDING",9.44145209293957,10.751499443657,0.0100896754791171,0.300739032893862,0.532773016516935,0.114759948205029,0.346191139538445,0.606630863487279,0.471625304628582,0.581560431143473,0.710694208340433,0.108920618341312,0.0625758811539869,0.147266773600905,0.336604003321679,18233.2780713935,"NO"
"903",924,"09166000010140000000",1,8.98369068133269,"NORMAL",56,"Community services","BENEVOLENT ASSOCIATION",10.776870783399,11.9996632932071,0.0180708609186918,0.258879975398368,0.693663437809071,0.32226413102275,0.228279282419595,0.209260957989007,0.488899823350392,0.308071618110887,0.616353909177284,0.0731401162013293,0.10252276882383,0.138515506922942,0.445089228539213,28516.4842978329,"NO"
"904",925,"09166000010150000000",1,7.66622192566273,"NORMAL",64,"Commercial","AUTO DEALER",10.2035921449865,11.6526874073454,0.0173912354650707,0.264500964665923,0.681189641135406,0.306794441943644,0.238995567014643,0.240007393935205,0.486181442270773,0.329700744233669,0.620700601494482,0.0756370117217848,0.09915851738002,0.137557118259968,0.43619504231253,27707.5761535482,"NO"
"905",926,"09166000010370010000",1,7.93307977188041,"NORMAL",77,"Commercial","1 OCCUPANT SM STRUCTURE",9.79255599182885,11.3644254566518,0.0129446475032631,0.301277431876483,0.599577285636312,0.205580850154877,0.309109041755412,0.441172213790647,0.46839588035599,0.47121370748358,0.649139721348445,0.0919734592518079,0.0771472170515325,0.131286665220268,0.37800301728621,22415.1298547525,"YES"
"906",927,"09166000010380000000",2,7.68524360797583,"NORMAL",88,"Commercial","DETACHED ROW BUILDING",9.53964411911878,11.3132542698412,0.0131487310952116,0.299589514400888,0.603323021198205,0.210226217241658,0.305891066559152,0.431939417911562,0.469212178468512,0.464718733338152,0.647834460374975,0.0912236706677877,0.0781574624965969,0.131574458150595,0.380673837607798,22658.0355298746,"NO"
"907",928,"09166000010440000000",1,8.62694405537536,"NORMAL",47,"Commercial","MULTI-OCCUPANT SM STRC",10.2435248553218,12.0546681913709,0.0151881191109988,0.282722314845542,0.640753802096861,0.25664693080939,0.273734145036475,0.339676962668371,0.477369368236171,0.39981507151717,0.634791111023097,0.0837311043226653,0.0882527495992865,0.134450345660874,0.407363092261568,25085.3689479172,"NO"
"908",929,"09166000010470000000",1,8.22174772834662,"NORMAL",64,"Community services","RELIGIOUS",10.2072890068678,11.9766594812024,0.0161110075153743,0.275089366743752,0.657692429464814,0.277653790682477,0.259182107972437,0.297925246249519,0.481060757903359,0.370444085499598,0.628888577626862,0.0803404780438998,0.0928211903931868,0.135751776881897,0.419440834922952,26183.8150737761,"NO"
"909",930,"09166000010490000000",1,8.68946441235669,"NORMAL",52,"Commercial","1 OCCUPANT SM STRUCTURE",10.1811192891344,11.7125956600988,0.016762992953216,0.269696980203218,0.669658923277688,0.292494335505772,0.248901649130714,0.268429251954945,0.483668583830085,0.349694604752283,0.624718663038625,0.0779451299731714,0.0960486194703573,0.13667118837351,0.427973299194783,26959.8253421014,"NO"
"910",931,"09166000010500000000",1,7.22256601882217,"NORMAL",97,"Commercial","DISTRIBUTION FACILITY",9.48797210857446,10.9472916047092,0.0170150438909606,0.26761233842238,0.674285048052858,0.298231539164391,0.244927328323675,0.257026400617855,0.484676742804436,0.341673066575928,0.623106616478568,0.0770191127764524,0.0972963107195635,0.137026623503168,0.431271863083122,27259.8230176297,"NO"
"911",932,"09166000010520010000",2,7.85243908535751,"NORMAL",59,"Commercial","1 OCCUPANT SM STRUCTURE",10.1266311038503,11.2252433925184,0.0167292524565226,0.269976038276728,0.669039652629157,0.291726331614157,0.249433666822251,0.269955680982654,0.483533627837281,0.350768398346296,0.624934457719319,0.0780690901553612,0.0958815987766636,0.136623608475874,0.427531740893262,26919.6665128196,"NO"
"912",933,"09166000010570010000",1,9.46560255317185,"NORMAL",51,"Commercial","DISTRIBUTION FACILITY",11.1331281036106,11.5768387907139,0.0150468979684887,0.283890314840498,0.638161839408724,0.25343244383809,0.275960909713863,0.346065844646382,0.476804508753943,0.404309443948752,0.635694321536924,0.0842499407438859,0.0875536830324667,0.134251199585293,0.405514946148237,24917.283818508,"NO"
"913",934,"09166000010600000000",2,7.57967882309046,"NORMAL",92,"Commercial","CONVERTED RESIDENCE",9.60911649193355,11.0836798281967,0.0143044571768668,0.290030831943361,0.624535134541237,0.236532946997821,0.287667661978072,0.379654063159714,0.47383487748141,0.427937672460689,0.640442763002326,0.0869776153430743,0.0838784859193378,0.133204230502794,0.395798702255682,24033.6112017862,"NO"
"914",935,"09166000010620000000",2,8.68338536628031,"NORMAL",89,"Commercial","DETACHED ROW BUILDING",9.71111565988867,11.4584692791742,0.0139392290414714,0.293051530209337,0.617831763623991,0.228219594889827,0.293426552584894,0.396177080964377,0.472374029822286,0.43956108262281,0.642778658931016,0.0883194375046107,0.0820705499815693,0.132689196078322,0.391019000385891,23598.9070398554,"NO"
"915",936,"09166000020010000000",2,7.78322401633604,"NORMAL",97,"Commercial","DETACHED ROW BUILDING",8.94897560784178,10.7684849900227,0.0122290683780667,0.307195783758956,0.586443597861582,0.189292780720005,0.320392241222151,0.473545203383755,0.465533690977207,0.493987061640989,0.653716363187367,0.094602446001369,0.0736049893549752,0.130277575702806,0.368638309173068,21563.4287020553,"NO"
"916",937,"09166000020250000000",2,8.26975694753298,"NORMAL",117,"Commercial","DETACHED ROW BUILDING",9.10497985631836,11.0587951848808,0.0158557765511455,0.277200309621235,0.653007938712369,0.271844203005994,0.263206571205196,0.309471962828979,0.480039879388,0.378566828234338,0.630520962737534,0.0812781784314723,0.0915577575194813,0.135391857368504,0.416100654365304,25880.0324468331,"NO"
"917",938,"09166000030100000000",1,7.04490511712937,"FAIR",87,"Commercial","1 OCCUPANT SM STRUCTURE",9.7981270368783,10.9508065468167,0.0190576551557102,0.250718480289537,0.711774988231042,0.344725620583498,0.212719582846396,0.164618124735912,0.492846824995336,0.276666824638266,0.610042652137322,0.0695147044441699,0.107407553404725,0.139907056348303,0.458003300054187,29690.9928316207,"NO"
"918",939,"09166000030510000000",2,8.07090608878782,"NORMAL",89,"Commercial","DETACHED ROW BUILDING",9.56099724358935,10.7320393701023,0.0164815308057713,0.272024873753379,0.66449298727595,0.286087671533274,0.253339723747667,0.281162674226844,0.482542785241809,0.358652156670673,0.626518815383364,0.0789792018599555,0.0946553381697918,0.136274278384736,0.424289833924616,26624.8216688829,"NO"
"919",940,"09166000030540010000",1,9.53921237125283,"FAIR",29,"Rec and ent","PARK",12.1985443791094,13.9907235755209,0.0176161140921972,0.26264105735544,0.68531704727666,0.311913147288841,0.235449697220051,0.229833825144083,0.487080916829788,0.322543966684329,0.619262341353364,0.0748108236593358,0.100271701475703,0.137874235762902,0.439138005053856,27975.2326281386,"NO"
"920",941,"09167000010060000000",2,8.35749381265856,"NORMAL",57,"Community services","RELIGIOUS",10.3089526606443,11.1562505210315,0.018621247432542,0.254327884727138,0.703765192281503,0.334792072990243,0.219600828002872,0.184361325987904,0.491101271630112,0.29055553000542,0.61283379259175,0.0711180353424833,0.105247267463497,0.139291646474982,0.452292078468915,29171.5688465145,"YES"
"921",942,"09167000010190000000",2,7.92732436030979,"NORMAL",92,"Commercial","CONVERTED RESIDENCE",8.59415423255237,10.9954108530534,0.0417543728625002,0.21494068997786,0.769746214311447,0.47937068253741,0.186090956923551,0.152666335412563,0.513124438071787,0.194965534326151,0.594664386176311,0.0649197019280384,0.111351795854438,0.118643956550119,0.532165775514489,33878.7014860584,"NO"
"922",943,"09167000010440000000",2,7.33236920592906,"NORMAL",85,"Commercial","APARTMENT",9.49551931420985,11.1079602319037,0.0557496664053405,0.207901916507921,0.770036888521237,0.524628825616306,0.202422564076086,0.245636903657757,0.518657087964137,0.207926234550986,0.598013726700908,0.0698765339651562,0.103065417031497,0.10026583051503,0.555860740437768,34204.0374910068,"NO"
"923",944,"09167000010450010000",2,8.77121506237538,"GOOD",90,"Commercial","DETACHED ROW BUILDING",10.5078035193895,11.4446466242169,0.0571355254977018,0.207204914463446,0.770065672018726,0.529110432872151,0.204039772475176,0.25484314909521,0.519204948795687,0.209209644877106,0.598345389199106,0.0703673754560417,0.102244873082249,0.0984459692174928,0.558207092265373,34236.2533112145,"NO"
"924",945,"09167000010470000000",2,8.01763715990848,"NORMAL",97,"Commercial","DETACHED ROW BUILDING",8.98719682066197,11.0397167047755,0.0577623650638906,0.206889652643828,0.77007869111654,0.53113751395389,0.204771253920086,0.259007236864342,0.519452752376782,0.209790145720591,0.598495403856178,0.0705893885516803,0.101873731877476,0.0976228256002522,0.559268373437354,34250.8248869791,"NO"
"925",946,"09167000040340000000",1,7.82003798945875,"NORMAL",50,"Commercial","1 OCCUPANT SM STRUCTURE",9.69276652122048,11.1704351560235,0.0586990631885197,0.197275259908136,0.725526143500983,0.421985182630858,0.207193111654879,0.348321490333452,0.488183751331981,0.257681969518046,0.631110743484648,0.0786798280818298,0.0883298606884496,0.0902416934305115,0.547231848855831,32389.3677405395,"NO"
"926",947,"09168000010010000000",1,7.61332497954064,"NORMAL",66,"Commercial","1 OCCUPANT SM STRUCTURE",10.2182982923762,10.8893043470589,0.0604445209647401,0.205540692885367,0.770134397954315,0.539811100910032,0.207901157295135,0.276824766554653,0.520513068082964,0.212274024924752,0.599137294890796,0.071539350498329,0.100285672306693,0.0941007130385771,0.563809442175559,34313.1745535124,"NO"
"927",948,"09168000010030000000",2,8.35090245169481,"NORMAL",51,"Commercial","APARTMENT",10.2182982923762,11.5385932117188,0.0628247892408521,0.20434356406903,0.77018383475949,0.547508440153162,0.210678777234589,0.292636860350953,0.52145404091653,0.214478333357936,0.5997069384622,0.0723823903396765,0.0988763553405485,0.0909750286617682,0.567839395040629,34368.5065098794,"NO"
"928",949,"09168000010050000000",2,7.29979736675816,"NORMAL",82,"Commercial","CONVERTED RESIDENCE",9.80917687306489,10.4282160814711,0.0647355318004351,0.203382577863552,0.770223519785168,0.553687421671758,0.21290849087062,0.30532990040695,0.522209399822309,0.216247825469394,0.60016421557949,0.0730591342682717,0.097745036684505,0.0884659089013908,0.571074409568059,34412.9238240942,"NO"
"929",950,"09168000010510000000",2,7.64587582518481,"GOOD",89,"Commercial","DETACHED ROW BUILDING",8.69951474821019,10.4341158035983,0.0609029954454335,0.205310108367688,0.77014392020599,0.541293721019551,0.208436167517337,0.27987040706698,0.520694313212156,0.212698606966337,0.599247016573516,0.071701732300979,0.100014217248173,0.0934986605154012,0.564585670034231,34323.8322975221,"YES"
"930",951,"09168000010530000000",2,8.9445502459405,"NORMAL",92,"Commercial","APARTMENT",9.82552601106642,11.9049675527463,0.0603447253506712,0.205590883952712,0.770132325256721,0.539488380692242,0.207784702234044,0.276161825479501,0.520473616663689,0.212181606639009,0.599113411898035,0.0715040050376949,0.10034475961776,0.0942317611203835,0.563640481548358,34310.8546946046,"YES"
"931",952,"09168000010530000000",2,8.9445502459405,"NORMAL",92,"Commercial","APARTMENT",9.82552601106642,11.9049675527463,0.0603447253506712,0.205590883952712,0.770132325256721,0.539488380692242,0.207784702234044,0.276161825479501,0.520473616663689,0.212181606639009,0.599113411898035,0.0715040050376949,0.10034475961776,0.0942317611203835,0.563640481548358,34310.8546946046,"YES"
"932",953,"09168000010540000000",2,9.12478248361454,"NORMAL",89,"Commercial","DETACHED ROW BUILDING",9.82552601106642,11.9608112889623,0.0599976149864159,0.205765459156554,0.770125115973791,0.538365891158061,0.207379646770917,0.273855975465721,0.520336396239297,0.211860156191237,0.599030341771213,0.0713810660104648,0.100550277848784,0.0946875742123234,0.563052800562578,34302.7857320754,"NO"
"933",954,"09168000030120000000",2,8.13798045445214,"NORMAL",97,"Commercial","APARTMENT",9.52515111181622,11.3059012955359,0.0674421448710817,0.195757332942095,0.739743865361176,0.48558562706461,0.216977276890746,0.380235313078749,0.501603591247752,0.250970318004242,0.623002852560514,0.0793331596150272,0.0872436683312148,0.0806976226021107,0.566324293243436,33185.6572734471,"YES"
"934",955,"09168000030240000000",2,11.1996657217129,"NORMAL",92,"Community services","SCHOOL",12.580047086547,14.0913224578456,0.0798594586977361,0.193601505490446,0.759936506885986,0.575913809589055,0.230873183926354,0.42556074486866,0.520663045315299,0.24143813173767,0.611487664926151,0.0802610501432309,0.0857010095907848,0.0671427083324155,0.593440232712661,34316.5831169875,"YES"
"935",956,"09168000030490000000",1,7.55747290161475,"NORMAL",93,"Community services","RELIGIOUS",9.64212278840172,11.5079129231467,0.0605447895431796,0.196954814794229,0.728527605101522,0.43541168609057,0.20925861810785,0.355058723937986,0.49101677441322,0.25626509243373,0.629399110389737,0.0788177509873835,0.0881005578027203,0.0882268726043656,0.551262398845015,32557.4700905105,"NO"
"936",957,"09169000020210020000",1,7.90948949267376,"FAIR",28,"Industrial","MANUFACTURING",9.61580548008435,12.2307652581205,0.0415395713061027,0.274224340957927,0.686486485721469,0.209011787560105,0.132735929052281,0.132030182124511,0.481309786151846,0.36642160212854,0.802760137731714,0.0757152098503564,0.117299075588986,0.159847712173086,0.195248251012748,20178.8121253079,"NO"
"937",958,"09169000020230010000",1,10.6901023072539,"NORMAL",39,"Industrial","MANUFACTURING",12.3340260098406,14.3585903772596,0.0495351795207346,0.269839443929248,0.675252326106194,0.233117413821711,0.118051714996989,0.105084859948351,0.493428080578506,0.36014786895921,0.813790372500131,0.0733575319950037,0.103899723301182,0.173559885255035,0.206651032196805,21417.8478567083,"NO"
"938",959,"09170000010010010000",2,10.9852927228879,"NORMAL",56,"Industrial","MANUFACTURING",10.5966347330961,13.1223633774043,0.046213407836832,0.271661147343885,0.679919552451048,0.223102742693627,0.124152264841336,0.1162792814127,0.488393540840802,0.36275428846287,0.809207866637291,0.0743370281545758,0.109466477926654,0.167863169377307,0.201913752100261,20903.0910430393,"NO"
"939",960,"09170000010050000000",1,8.98719682066197,"NORMAL",44,"Commercial","DISTRIBUTION FACILITY",10.6896695990633,11.5139249653033,0.0599536759865251,0.264125803019162,0.660613908476666,0.264527704980375,0.0989177819513443,0.0699743672470982,0.509218550079564,0.351973022831511,0.828163070469661,0.0702854131837652,0.0864400003248981,0.191427222292779,0.221509168348207,23032.3453460876,"YES"
"940",961,"09170000010050000000",1,8.98719682066197,"NORMAL",44,"Commercial","DISTRIBUTION FACILITY",10.6896695990633,11.5139249653033,0.0599536759865251,0.264125803019162,0.660613908476666,0.264527704980375,0.0989177819513443,0.0699743672470982,0.509218550079564,0.351973022831511,0.828163070469661,0.0702854131837652,0.0864400003248981,0.191427222292779,0.221509168348207,23032.3453460876,"YES"
"941",962,"09170000010090000000",1,8.79482492801452,"NORMAL",57,"Industrial","MANUFACTURING",10.5713169251118,11.3839550836733,0.0593701627926905,0.264445809352783,0.661433768602524,0.262768495350324,0.099989424334556,0.0719408156497529,0.50833416649111,0.352430874939898,0.82735809261861,0.0704574746578245,0.0874178745076857,0.190426518694669,0.220677002352989,22941.9214937055,"NO"
"942",963,"09170000020010000000",2,8.33086361322474,"NORMAL",92,"Commercial","APARTMENT",9.16951837745593,11.0882775374453,0.0520793230538406,0.268444202051534,0.671677699415159,0.240787646219128,0.113379306441608,0.0965110572654629,0.49728403244236,0.358151613359545,0.817300111809688,0.0726073362990884,0.0996361482790289,0.177922997545533,0.210279313026742,21812.0998834098,"NO"
"943",964,"09170000020330010000",2,11.6509467628676,"NORMAL",72,"Industrial","MANUFACTURING",11.9766594812024,11.8565151693603,0.0627070308962346,0.262615826862452,0.656745331164865,0.272828680045355,0.0938611493876859,0.0606955190199345,0.513391586646799,0.349812610069869,0.831961424546002,0.0694735269927099,0.0818258207130159,0.196149124375084,0.225435811914861,23459.0177170667,"YES"
"944",965,"09170000020330010000",2,11.6509467628676,"NORMAL",72,"Industrial","MANUFACTURING",11.9766594812024,11.8565151693603,0.0627070308962346,0.262615826862452,0.656745331164865,0.272828680045355,0.0938611493876859,0.0606955190199345,0.513391586646799,0.349812610069869,0.831961424546002,0.0694735269927099,0.0818258207130159,0.196149124375084,0.225435811914861,23459.0177170667,"YES"
"945",966,"09170000020420000000",1,7.79975331828725,"NORMAL",47,"Commercial","1 OCCUPANT SM STRUCTURE",9.37585481045376,10.5789797978574,0.0763845733460303,0.254644187295734,0.61973659881749,0.286558645454464,0.0870225287476651,0.105271033214586,0.523515415029155,0.373802033479478,0.847794246493943,0.0599621708647254,0.0601875079774884,0.204092194115956,0.245377770499961,24149.4617336281,"NO"
"946",967,"09170000020680000000",2,8.04012466444838,"NORMAL",117,"Commercial","DETACHED ROW BUILDING",9.43348392329039,10.7363966754712,0.0767971126035505,0.254462760438778,0.620850876005747,0.290421243555618,0.0845243738942458,0.0952481203629604,0.525150481101348,0.370172485267824,0.848652404424782,0.060362110719481,0.0593739990101095,0.20627672408935,0.245924593791103,24349.4551348749,"NO"
"947",968,"09170000030220000000",2,8.63337494570565,"GOOD",97,"Commercial","DETACHED ROW BUILDING",9.37585481045376,10.9259384802387,0.0576900881772471,0.245870902738349,0.640734049297135,0.293362057727013,0.0915212873227506,0.015500542188621,0.534760128777774,0.338508036249489,0.795839165758555,0.0624778381884565,0.0623837517043219,0.206475604670479,0.309759594464065,26949.3973806691,"YES"
"948",969,"09170000030230000000",2,9.05204779298159,"NORMAL",111,"Commercial","DETACHED ROW BUILDING",9.35876037709446,11.1746516064024,0.0591865465657589,0.246317210351571,0.640130059449801,0.295556348736197,0.0895238147138303,0.0144932241341218,0.53514539477354,0.338324302334418,0.79980125398165,0.0625873341275306,0.06168576584795,0.207811767961418,0.305948912399898,26903.9463506184,"NO"
"949",970,"09170000030660000000",2,8.84072491676172,"GOOD",93,"Commercial","DETACHED ROW BUILDING",9.59560277276683,11.3421371439899,0.0640876788264596,0.255807469628247,0.647575954210807,0.303284277845986,0.112417262812557,0.11527581892849,0.523461844621499,0.376136366908308,0.830339051311763,0.0637319544424977,0.0538747747551825,0.20378377611953,0.276528756874463,25781.7054753265,"NO"
"950",971,"09170000030670000000",2,7.85476918349913,"GOOD",97,"Commercial","APARTMENT",8.90923527919226,10.6735957742322,0.0645443719109877,0.255723192849915,0.647132820646425,0.303939072312762,0.110999302485011,0.112110078042948,0.523934930547403,0.375025362033467,0.831065936517391,0.0637437852041132,0.053813490339357,0.204422346874753,0.275831003137725,25794.565927215,"YES"
"951",972,"09170000030670000000",2,7.85476918349913,"GOOD",97,"Commercial","APARTMENT",8.90923527919226,10.6735957742322,0.0645443719109877,0.255723192849915,0.647132820646425,0.303939072312762,0.110999302485011,0.112110078042948,0.523934930547403,0.375025362033467,0.831065936517391,0.0637437852041132,0.053813490339357,0.204422346874753,0.275831003137725,25794.565927215,"YES"
"952",973,"09170000030670000000",2,7.85476918349913,"GOOD",97,"Commercial","APARTMENT",8.90923527919226,10.6735957742322,0.0645443719109877,0.255723192849915,0.647132820646425,0.303939072312762,0.110999302485011,0.112110078042948,0.523934930547403,0.375025362033467,0.831065936517391,0.0637437852041132,0.053813490339357,0.204422346874753,0.275831003137725,25794.565927215,"YES"
"953",974,"09171000020770000000",2,7.32712329225929,"GOOD",77,"Commercial","CONVERTED RESIDENCE",9.43348392329039,10.3889953683178,0.00189250233260574,0.255513707714011,0.694107389260393,0.21331686754332,0.262366544758874,0.393805278936729,0.478014092346295,0.471118990550873,0.705599850023068,0.0609683670247466,0.0703213272693965,0.129141180173666,0.396389060381193,25457.4213046948,"NO"
"954",975,"09171000030470000000",2,8.76405326934776,"GOOD",97,"Commercial","APARTMENT",9.33255800470043,11.0619398415603,0.00151777181919955,0.257913625653638,0.697206894509354,0.212936730148076,0.272075448765733,0.426618865994406,0.473867740112889,0.483182534075295,0.710101659572326,0.0611868446915666,0.0687676541566042,0.126177406667968,0.392043851894629,25164.2861121998,"YES"
"955",976,"09171000030480000000",2,8.48384321173468,"GOOD",97,"Commercial","DETACHED ROW BUILDING",9.19013766465866,10.4829059677677,0.00379781105428281,0.250403689764853,0.673160014933433,0.193120093124793,0.297538144049638,0.546839519322826,0.475597222646422,0.523266255729788,0.746637208154533,0.0749219316000827,0.0677182732865544,0.138465062762684,0.376174558369173,23232.3631865868,"YES"
"956",977,"09171000030520020000",2,8.12503909736775,"NORMAL",97,"Commercial","DETACHED ROW BUILDING",9.34136863438259,11.4075649493124,0.0040697436623039,0.249169955865466,0.670539306780866,0.191811417448692,0.296545640901631,0.54593129296139,0.476923548068407,0.522637781254259,0.747947666288348,0.0758420365326294,0.0680937182525817,0.140204417825904,0.376298438779494,23179.0453601321,"NO"
"957",978,"09171000040060000000",2,10.9537670724136,"GOOD",101,"Community services","SCHOOL",11.2644641056717,13.878860873465,0.0312108299509275,0.261874465163748,0.679476667669014,0.256146321397687,0.214494716970667,0.343174134447308,0.489404892550178,0.456116424867479,0.778011359334572,0.0628802705110071,0.0582865745957728,0.157813747391127,0.326759305424975,24855.8952374831,"YES"
"958",979,"09171000040080000000",1,6.95272864462487,"NORMAL",87,"Community services","RELIGIOUS",9.53964411911878,9.68657455097255,0.0385514334922079,0.260519852102093,0.672354011508528,0.266671084623722,0.191703295435267,0.292289964000112,0.497008984533763,0.438258816344545,0.789694864724307,0.0630704308912558,0.0573015266170001,0.168077740663536,0.315544041335454,25062.6062253943,"NO"
"959",980,"09171000040090000000",1,7.79482315217939,"GOOD",90,"Community services","RELIGIOUS",9.59560277276683,11.1605270777988,0.041800646902364,0.259920251960123,0.669201269396461,0.271329720881686,0.181614997916828,0.269766812047833,0.500374827343033,0.430354400752594,0.79486640166626,0.0631546026700625,0.0568655091854257,0.172620950822608,0.310579764723431,25154.1038945124,"NO"
"960",981,"09171000040240000000",2,7.9229859587112,"NORMAL",97,"Commercial","DETACHED ROW BUILDING",9.09380655572023,10.6851033810837,0.00523376420447036,0.243888898867911,0.659321240117913,0.186209568589516,0.29229718367963,0.542043586557435,0.482600947509478,0.519947566185654,0.753557145043064,0.0797805897286847,0.0697008283968529,0.147649810412117,0.376828714804259,22950.8158524295,"NO"
"961",982,"09172000010140000000",1,7.16703787691222,"GOOD",82,"Industrial","MANUFACTURING",9.19013766465866,10.4688013615862,0.0053473066958563,0.243373766748733,0.658226992042982,0.185663145349721,0.291882774826815,0.541664366556678,0.483154740207958,0.519685153530388,0.754104312528615,0.0801647694971137,0.0698575913431257,0.148376059127635,0.376880439717001,22928.5535761435,"NO"
"962",983,"09172000030090010000",2,7.96554557312999,"GOOD",97,"Commercial","APARTMENT",9.04782144247841,10.821776287073,0.00785495611882846,0.231996785799621,0.634059911329904,0.173595082501667,0.282730323546664,0.533289080754231,0.495385561672574,0.513889623279777,0.766188812460428,0.088649594542427,0.0733197886841052,0.16441566817772,0.378022813343022,22436.8787537813,"NO"
"963",984,"09172000030230000000",2,7.93164402145431,"GOOD",82,"Commercial","APARTMENT",8.89562962713648,10.8137602120847,0.0114300784280861,0.26945962618411,0.545330861090164,0.123668341819619,0.318421198873826,0.576341154827697,0.489234914914982,0.555195628184741,0.738321325123164,0.109395933727173,0.068844207486072,0.165884586329456,0.350770863757937,19173.3154096799,"YES"
"964",985,"09172000040010000000",2,7.7007477945118,"NORMAL",117,"Commercial","APARTMENT",9.20029003612268,11.0037651205233,0.00251970143124463,0.256202358709154,0.685477597342348,0.199270995685665,0.302203005073826,0.551108271279036,0.469363364568661,0.526220146698779,0.740477927869593,0.0705973492079567,0.0659536455448032,0.130289925325655,0.375592308429789,23482.9621403759,"NO"
"965",986,"09172000040870000000",2,7.56631101477246,"NORMAL",117,"Community services","RELIGIOUS",8.13153071060425,10.4688013615862,0.00531685894569815,0.24351190546554,0.658520427492477,0.185809675147357,0.291993903418938,0.541766058845592,0.483006234203581,0.519755522560241,0.753957583152755,0.0800617471883537,0.0698155535213032,0.148181307020535,0.376866569075263,22934.523466517,"NO"
"966",987,"09173000010070000000",2,7.21376830811864,"NORMAL",92,"Commercial","DETACHED ROW BUILDING",8.9226582995244,11.0251651141352,0.0104095975158288,0.293273388693799,0.53577027283875,0.116886168108679,0.339563120714985,0.599401436475624,0.475828296268416,0.575267784990651,0.717288138528666,0.109034064724314,0.0640719803146734,0.151710398983717,0.339985293140583,18457.6424389003,"NO"
"967",988,"09173000010110000000",2,8.02289686960146,"NORMAL",107,"Commercial","DETACHED ROW BUILDING",9.03598698483141,11.0186291431554,0.0100188341819846,0.302392172904153,0.532109325050545,0.114289132947938,0.347658801646684,0.608231697216315,0.470694623570588,0.582953830674319,0.709234094581041,0.108895497568109,0.0622445954249036,0.146282808290716,0.335855274164994,18183.5963958583,"NO"
"968",989,"09173000010230000000",2,7.84932381804056,"NORMAL",87,"Commercial","APARTMENT",8.83927669058535,10.9455294897158,0.00906875368984855,0.324563083631693,0.523208297817295,0.107974844400601,0.367342195295977,0.629701107838015,0.458212893938394,0.60164125969659,0.689651934806307,0.108558593000669,0.0578015922436309,0.133086462599861,0.325813773028597,17517.2959093722,"YES"
"969",990,"09173000010610000000",2,8.30003171177957,"NORMAL",82,"Community services","RELIGIOUS",9.5324238711453,11.825544022712,0.00966420774056257,0.310667672969117,0.528786933275474,0.111932265612814,0.355005812665997,0.616245355797057,0.466035701090972,0.589929088569148,0.701924870053487,0.10876974478312,0.0605862028777004,0.141357148674654,0.332107189824761,17934.8934992131,"NO"
"970",991,"09173000010640000000",2,7.96554557312999,"NORMAL",107,"Commercial","APARTMENT",9.0595174822416,11.0882775374453,0.0100352504017761,0.302009086895658,0.532263123829323,0.114398236070756,0.347318696867074,0.607860732264948,0.470910292473082,0.582630934935793,0.709572450164084,0.108901318863751,0.0623213650432273,0.146510824877836,0.336028778927018,18195.1092469523,"NO"
"971",992,"09173000010670000000",2,8.42156296040099,"FAIR",137,"Commercial","DETACHED ROW BUILDING",8.9226582995244,11.1913418408428,0.0104497340795536,0.292336768924613,0.536146300606629,0.117152917975406,0.338731587186969,0.598494451883599,0.47635559236693,0.574478326421601,0.718115395387609,0.109048297404336,0.064259676917004,0.152267884348525,0.340409500724666,18485.7905928273,"NO"
"972",993,"09173000010680000000",2,7.94873845481361,"FAIR",127,"Commercial","DETACHED ROW BUILDING",8.89562962713648,10.5891064666753,0.0104606394209023,0.292082283803092,0.536248469571402,0.117225395489209,0.338505654617652,0.598248018814692,0.476498861830295,0.574263825867064,0.718340165960688,0.109052164507535,0.0643106751921042,0.152419356413793,0.340524760429978,18493.4386124489,"NO"
