"","X","SBL","STORIES","GROSS_SQ_FT","OVER_COND","BUILD_AGE","CLASS","CLASSDSCRP","CURRENT_LAND_VALUE","STRUCTURE_VALUE","CrowdednessRate","DisabledRate","HSCompletedRate","BothParentsRate","UnemploymentRate","YoungUnemploymentRate","MalePopRate","PovertyRate","NonWhiteRate","ChildrenRate","ElderlyRate","VacancyRate","OwnerOccupiedRate","MedianIncome","FIRE"
"44",45,"04762000010420000000",2,9.11822508306838,"NORMAL",107,"Commercial","ATTACHED ROW BUILDING",11.7384661408842,12.1792151913603,0.000579479216517292,0.310825413094194,0.8760149663877,0.24416924022018,0.0669597042428371,0.0519053788479267,0.449827840862056,0.223844979118697,0.168376652499779,0.0410368900354135,0.248574968671569,0.0749661224816146,0.470141338167115,26636.1031749709,"NO"
"45",46,"04762000010580000000",2,7.86633892304654,"NORMAL",87,"Commercial","APARTMENT",10.6919449129004,11.0974100210086,0.000380347338819186,0.315283520256043,0.874787729752634,0.240630348268257,0.0666950744600644,0.0405524085851252,0.450555407634572,0.227426648316514,0.168903044220174,0.040696300990953,0.250539090801436,0.0757482360392756,0.465150539546386,26401.0183852351,"NO"
"46",47,"04762000020300010000",1,7.49554194388426,"NORMAL",64,"Commercial","AUTO BODY OR TIRE SHOP",10.1266311038503,8.51719319141624,0.00065600482029718,0.309112179903107,0.876486588639069,0.245529222591979,0.0670614004360278,0.0562682810316399,0.449548239789637,0.222468557618175,0.168174362215101,0.0411677770765514,0.247820164199161,0.0746655592924542,0.472059282607805,26726.4453425934,"NO"
"47",48,"04762000020310000000",2,7.49387388678356,"FAIR",153,"Commercial","CONVERTED RESIDENCE",10.5661755256114,11.8218796726975,0.000681605169349377,0.308539046657066,0.87664436190265,0.245984181739025,0.0670954211809076,0.0577278163148232,0.449454703970307,0.222008099038095,0.168106689414864,0.0412115631268932,0.247567657103427,0.0745650109507923,0.472700898547035,26756.6677898664,"NO"
"48",51,"04762000020330010000",2,8.38935981990635,"NORMAL",117,"Commercial","APARTMENT",10.5400643816077,11.57307938779,0.000883719050275333,0.304014179265262,0.87788997642703,0.249576068657628,0.0673640137991416,0.0692507974988328,0.448716241873098,0.218372794283618,0.167572414969577,0.0415572524980402,0.245574122211531,0.0737711852294112,0.477766434461304,26995.2729782942,"NO"
"49",53,"04762000020370000000",2,8.19973896063079,"NORMAL",97,"Commercial","ATTACHED ROW BUILDING",9.91837616502988,10.8137602120847,0.000708451671637954,0.307938014891049,0.876809815126477,0.24646128702214,0.0671310979602909,0.0592583976846455,0.449356615089465,0.22152522662496,0.168035722492393,0.0412574805594373,0.247302858670026,0.0744595681976862,0.473373746551795,26788.3613811618,"NO"
"50",54,"04762000020380000000",2,8.74830491237962,"NORMAL",97,"Commercial","DETACHED ROW BUILDING",10.1425044530066,11.45741275504,0.000728881956914326,0.307480627544723,0.876935725627829,0.246824365867053,0.0671582481183529,0.0604231756392572,0.449281969096609,0.221157758973257,0.167981716407887,0.0412924238915686,0.247101346105114,0.0743793258814571,0.473885786315378,26812.4803186918,"NO"
"51",55,"04762000020390000000",2,8.38981426208641,"GOOD",112,"Commercial","ATTACHED ROW BUILDING",10.3089526606443,10.7536384819057,0.000742432636563759,0.307177258829019,0.877019237573219,0.247065183116952,0.0671762558499803,0.0611957313188355,0.449232459071534,0.220914030784325,0.167945896097971,0.04131560055764,0.246967690007045,0.0743261040146629,0.474225404030463,26828.4775498382,"NO"
"52",56,"04762000020400000000",2,7.76472054477148,"NORMAL",138,"Community services","RELIGIOUS",10.864751650053,11.657025808944,0.000782929389334771,0.306270629184147,0.877268816390917,0.247784875182918,0.0672300726823864,0.0635045451323945,0.449084496364349,0.220185639259632,0.167838845656787,0.0413848649591486,0.246568253366238,0.0741670483187613,0.475240365272278,26876.2859204527,"NO"
"53",57,"04762000020410000000",1,8.94637482614172,"FAIR",52,"Commercial","AUTO BODY OR TIRE SHOP",11.1562505210315,11.8493977015914,0.000798921756850606,0.30591259666328,0.877367376297667,0.248069085131362,0.0672513252150831,0.064416307101085,0.449026065161104,0.219897993852007,0.167796570909282,0.0414122178131157,0.246410513865612,0.0741042364395292,0.475641178475382,26895.1656819369,"NO"
"54",58,"04763000010030050000",2,7.56008046502183,"NORMAL",44,"Rec and ent","MARINA",11.818201845823,12.0002777325506,0.00132834590945555,0.294060001118725,0.880630182449433,0.257477799067397,0.0679548860920155,0.0946000061170962,0.447091711774515,0.210375549721587,0.166397073783409,0.0423177286149743,0.241188579003963,0.072024861643831,0.488910020014693,27520.1764388024,"NO"
"55",59,"04763000010060000000",1,8.1605182474775,"NORMAL",56,"Rec and ent","MARINA",13.0919041699196,9.21034037197618,0.00164216361249722,0.287034340709065,0.882564220265765,0.263054841560557,0.0683719238438116,0.112491481313117,0.445945118190404,0.204731093325619,0.165567517800188,0.0428544727709039,0.238093261958731,0.0707923061985647,0.496775164348215,27890.6533789473,"NO"
"56",60,"04763000010080000000",1,7.59085212368858,"NORMAL",77,"Public services","SEWAGE TREATMENT",11.4075649493124,9.90348755253613,0.00131907116174579,0.294267641500903,0.880573022790708,0.257312971966857,0.0679425607200054,0.094071231236042,0.447125598856459,0.210542369211131,0.166421590954941,0.0423018653714967,0.241280059772569,0.0720612892917372,0.488677569044951,27509.2271516245,"NO"
"57",61,"04763000010090000000",2,7.49609734517596,"NORMAL",67,"Community services","BENEVOLENT ASSOCIATION",10.5966347330961,10.7144177687525,0.00132109944046402,0.294222232980758,0.88058552293874,0.257349017723644,0.0679452561345357,0.0941868681106545,0.44711818814845,0.210505887742199,0.166416229336619,0.0423053344770891,0.241260053999701,0.0720533229917024,0.488728403350068,27511.6216325158,"NO"
"58",62,"04770000010120000000",3,9.20029003612268,"NORMAL",97,"Commercial","DETACHED ROW BUILDING",10.3545631718963,11.6835117655458,0.0010390881011525,0.300535821674042,0.878847505645336,0.252337225184062,0.0675704864074377,0.0781087474903572,0.448148571040068,0.215578261583713,0.167161707337365,0.0418229909483008,0.244041651395447,0.0731609552524902,0.481660414941905,27178.6936394114,"NO"
"59",63,"04770000010150000000",2,8.08517874807454,"NORMAL",97,"Commercial","APARTMENT",10.4631033404715,11.3515823145615,0.00130616513998238,0.294556577801407,0.880493483829372,0.257083611318638,0.0679254096853484,0.0933354289979231,0.447172753499447,0.21077450231383,0.16645570715511,0.0422797913084637,0.241407357336611,0.0721119791898757,0.488354108249218,27493.9909702172,"NO"
"60",64,"04770000010180000000",2,7.80302664363222,"NORMAL",97,"Commercial","APARTMENT",11.1519555967486,10.8257603560878,0.0014763106845394,0.290747408322796,0.88154207960413,0.260107369770819,0.0681515190306544,0.103035821170353,0.446551093893047,0.207714193421401,0.16600593885607,0.0425708030194452,0.239729139699004,0.0714437128193079,0.492618428753371,27694.8559950893,"NO"
"61",65,"04770000010190000000",2,9.11206580270784,"NORMAL",69,"Commercial","APARTMENT",11.7487877886922,12.589292144691,0.00157551639187697,0.288526419501265,0.882153477838605,0.261870413856678,0.0682833552041793,0.108691768667675,0.446188626682186,0.205929838097049,0.165743695243636,0.0427404814127678,0.238750631750185,0.0710540708915414,0.495104799660291,27811.9731192767,"NO"
"62",66,"04770000020030000000",2,8.76405326934776,"NORMAL",97,"Commercial","ATTACHED ROW BUILDING",10.315597203363,11.8218796726975,0.000951009727919571,0.302507694942414,0.878304684437411,0.250771931621948,0.067453437539898,0.0730871951218039,0.448470382386812,0.217162476025162,0.16739453659078,0.0416723444052972,0.244910405730661,0.0735068932843036,0.479452925971638,27074.7128700284,"NO"
"63",67,"04770000020040000000",1,8.66802408111882,"NORMAL",97,"Commercial","1 OCCUPANT SM STRUCTURE",10.7893190769256,11.4814347978789,0.000916072468189217,0.303289860257278,0.878089368408829,0.250151040638991,0.0674070088135686,0.0710953409025422,0.448598032412496,0.217790872183923,0.167486890886174,0.0416125887898469,0.245255006734712,0.0736441134261438,0.478577301085809,27033.467749194,"NO"
"64",68,"04770000020050000000",1,8.95389853526046,"NORMAL",47,"Commercial","1 OCCUPANT SM STRUCTURE",10.8097279485568,11.9083402372249,0.000871176856126985,0.30429497029784,0.877812679711301,0.249353173808023,0.06734734626127,0.0685357379169995,0.448762067201631,0.218598383430737,0.167605569415924,0.0415358007145799,0.245697831189564,0.0738204461523715,0.477452092197373,26980.4663129412,"NO"
"65",69,"04770000020080000000",1,7.49554194388426,"NORMAL",57,"Commercial","AUTO BODY OR TIRE SHOP",9.90348755253613,9.7981270368783,0.000957258284720189,0.302367804051282,0.878343193881055,0.250882978470039,0.067461741354676,0.0734434398394397,0.448447552077788,0.217050086870385,0.167378018951303,0.0416830317448361,0.244848773565918,0.0734823513523635,0.479609532181666,27082.0895928244,"NO"
"66",70,"04770000020090000000",1,7.78322401633604,"NORMAL",57,"Commercial","MULTI-OCCUPANT SM STRC",10.1266311038503,10.3189029914975,0.000911344830765094,0.303395701243175,0.87806023229104,0.250067022960731,0.0674007261747513,0.0708258073265532,0.44861530574885,0.217875905446985,0.167499388077613,0.041604502784073,0.245301637426864,0.0736626817707396,0.478458813344879,27027.8865451063,"NO"
"67",71,"04770000020130000000",1,7.06987412845857,"NORMAL",42,"Commercial","AUTO BODY OR TIRE SHOP",10.4252531163405,10.4995730202529,0.00108932794565173,0.29941106649591,0.87915713049507,0.253230067572831,0.0676372510022883,0.0809730375638541,0.44796501006562,0.214674626738171,0.167028901688746,0.0419089196345043,0.243546114510431,0.0729636324332016,0.482919565156982,27238.0041999152,"NO"
"68",72,"04770000020150000000",2,8.03268487596762,"NORMAL",117,"Commercial","ATTACHED ROW BUILDING",9.6614159913364,11.9466540383513,0.00120602240564706,0.296798544513659,0.87987631075928,0.255303914764377,0.0677923282805037,0.0876260594178896,0.447538644319408,0.21257571139748,0.166720427735366,0.0421085102529582,0.242395107579952,0.072505301399912,0.485844252839958,27375.7676404474,"NO"
"69",73,"04770000020160000000",3,8.28399930424853,"GOOD",127,"Commercial","ATTACHED ROW BUILDING",9.6614159913364,10.9903645849858,0.001208185088239,0.296750126998275,0.879889639229526,0.255342349092962,0.0677952023066573,0.0877493589691117,0.44753074254089,0.212536812484289,0.166714710829447,0.042112209238806,0.242373776124699,0.0724968072130664,0.485898455679914,27378.3207915966,"NO"
"70",76,"04770000020290000000",2,7.97865372908273,"NORMAL",92,"Commercial","DETACHED ROW BUILDING",9.9617564606601,11.101945176174,0.00114161077252751,0.298240573616362,0.879479346110513,0.254159217025914,0.0677067305516142,0.0839538028016319,0.447773984660508,0.213734245957553,0.166890695553674,0.0419983425749856,0.243030426824131,0.0727582855635538,0.484229918191744,27299.7265996885,"NO"
"71",77,"04770000020320000000",2,8.06808962627824,"FAIR",49,"Commercial","RESTAURANT",9.43348392329039,12.8223387817542,0.00111197428978437,0.298904066661757,0.879296698421066,0.253632529327915,0.067667346119141,0.0822641581743316,0.447882267273756,0.214267300125473,0.166969037601758,0.0419476532456058,0.243322744017541,0.0728746862886548,0.483487145518139,27264.7393018499,"YES"
"72",78,"04770000020330010000",1,8.94663520890585,"NORMAL",114,"Community services","RELIGIOUS",11.8493977015914,12.4272141941737,0.00120278026984764,0.296871128516753,0.879856329690077,0.255246296825852,0.0677880197503867,0.0874412177353615,0.447550490088688,0.212634025807318,0.16672899810321,0.042102965003515,0.242427086139816,0.0725180352644936,0.485762995900773,27371.9401427032,"NO"
"73",79,"04770000020550000000",1,8.71931737550637,"FAIR",57,"Commercial","MULTI-OCCUPANT SM STRC",11.5199010787067,12.0685332315081,0.00150531178660177,0.2900981399972,0.881720811484327,0.260622765737913,0.068190059094795,0.104689241271186,0.446445132765824,0.207192567476021,0.165929276394065,0.0426204056132333,0.239443089534612,0.0713298076255625,0.493345277020186,27729.0931953771,"NO"
"74",80,"04770000020580010000",1,8.7690408108588,"GOOD",57,"Commercial","1 OCCUPANT SM STRUCTURE",9.7981270368783,9.39266192877014,0.00135837488443066,0.293387721070211,0.880815249042632,0.258011461980098,0.0679947921141773,0.0963120276369837,0.446981995115097,0.209835436024304,0.166317694208518,0.0423690892510067,0.240892390493276,0.0719069193599427,0.489662629635112,27555.6270926586,"NO"
"75",81,"04770000020620000000",1,8.67317077287059,"NORMAL",92,"Community services","RELIGIOUS",11.0413205543575,12.4419349692522,0.00112602720966199,0.298589453936384,0.879383305639874,0.253882272189936,0.0676860212864599,0.0830653477343374,0.447830922217013,0.21401453843384,0.166931889653592,0.0419716889279301,0.243184134111182,0.0728194918150826,0.483839350770021,27281.3294518188,"NO"
"76",82,"04770000020630010000",1,7.83439230291044,"GOOD",85,"Commercial","DISTRIBUTION FACILITY",12.4874851049684,10.8197782844103,0.00135227026584724,0.293524389513966,0.880777626680732,0.257902973144337,0.0679866795813759,0.0959639891709962,0.447004299518046,0.209945236246134,0.166333831357003,0.0423586480989714,0.240952602934361,0.0719308959578316,0.489509630917085,27548.420295873,"NO"
"77",83,"04771000010020000000",1,7.82604401351897,"POOR",31,"Rec and ent","MARINA",11.4075649493124,12.0435537160324,0.0016267887067499,0.287378549673582,0.88246946573519,0.262781604895289,0.0683514918666962,0.111614922272141,0.446001293377831,0.205007632807751,0.165608160329053,0.0428281760045716,0.238244911172167,0.0708526929250484,0.496389826454129,27872.5025608734,"NO"
"78",84,"04771000010030000000",1,4.64439089914137,"FAIR",87,"Rec and ent","MARINA",11.6952470217642,9.21034037197618,0.0016966799909423,0.285813843719866,0.882900201112289,0.264023684797298,0.0684443715982959,0.115599586506907,0.445745932073279,0.203750538952756,0.165423407421824,0.0429477159093541,0.237555543806409,0.0705781867959389,0.498141496396584,27955.0125941169,"NO"
"79",85,"04777000010690040000",4,11.8274222869301,"GOOD",86,"Community services","SCHOOL",13.3555364643557,15.0110680526889,0.00265386217206222,0.264384724554357,0.888799251795096,0.281034343042707,0.0697163874884272,0.17017076297526,0.442248682118735,0.186534260100534,0.162893160728651,0.044584850898542,0.22811445016543,0.0668187427046199,0.522131143682302,29085.0123429693,"YES"
"80",86,"04777000010690040000",4,11.8274222869301,"GOOD",86,"Community services","SCHOOL",13.3555364643557,15.0110680526889,0.00265386217206222,0.264384724554357,0.888799251795096,0.281034343042707,0.0697163874884272,0.17017076297526,0.442248682118735,0.186534260100534,0.162893160728651,0.044584850898542,0.22811445016543,0.0668187427046199,0.522131143682302,29085.0123429693,"YES"
"81",87,"04778000010570000000",2,8.29279885820037,"NORMAL",97,"Commercial","APARTMENT",10.442900633154,11.7416533945783,0.00241909606416932,0.269640600605219,0.887352403748421,0.276862173827962,0.0694044027632679,0.156786202590295,0.44310644543313,0.190756861459249,0.163513749138968,0.0441833141617661,0.230430047814513,0.0677408138364992,0.5162472521577,28807.859625137,"NO"
"82",88,"06036000020010000000",2,8.70068073485016,"NORMAL",49,"Commercial","APARTMENT",11.9816783123143,14.8677996370267,0.00479516992711238,0.216445742866138,0.901995990330021,0.31908880658985,0.0725620082530118,0.292251685164152,0.434425000695569,0.148019803661077,0.15723275775297,0.0482472778822016,0.206993823989616,0.0584085080113665,0.575798270784189,31612.9294659051,"NO"
"83",89,"06036000020330000000",2,7.99395754757357,"NORMAL",77,"Commercial","DETACHED ROW BUILDING",10.1266311038503,11.289781913656,0.00444529813760921,0.224278571786063,0.899839753555587,0.312871025316504,0.0720970576046033,0.272304682866286,0.435703324847513,0.154312743928273,0.158157620287904,0.0476488679246999,0.210444757774418,0.0597826700650603,0.567029510781173,31199.8889370828,"NO"
"84",90,"06036000020760000000",2,9.67357111693449,"NORMAL",47,"Commercial","APARTMENT",11.9841783136164,15.0154150981143,0.00447764672568687,0.223554360907063,0.900039115771423,0.313445911463952,0.0721400462005778,0.274148950909829,0.43558513303365,0.153730908700031,0.158072108971849,0.0477041959557031,0.210125689936321,0.0596556172315352,0.567840256356551,31238.0780061279,"NO"
"85",91,"06044000020310040000",2,8.95751051029161,"NORMAL",60,"Commercial","APARTMENT",10.1658518170036,13.747231717211,0.00473545141485962,0.217782703729695,0.901627949075775,0.318027513115218,0.0724826472932918,0.288846994254884,0.434643193813223,0.149093925787316,0.157390619622036,0.0481451371739439,0.20758285299308,0.0586430593981968,0.574301558795991,31542.4288807726,"NO"
"86",92,"06052000010210000000",2,7.10987946307227,"NORMAL",65,"Commercial","CONVERTED RESIDENCE",10.3672215687683,11.2670249265334,0.00565539212241387,0.197187335955174,0.907297483012032,0.334376330812531,0.0737051723476326,0.341294947928266,0.431282012774612,0.132547487647156,0.154958818258496,0.0497185754911441,0.19850908779406,0.0550298855159458,0.59735783118938,32628.4632731795,"NO"
"87",93,"06052000010260020000",2,8.80612448326845,"NORMAL",112,"Community services","LIBRARY",11.1746516064024,12.6313403809345,0.00594941089683377,0.19060492826078,0.909109501336454,0.339601514678301,0.0740958989621016,0.358057640277078,0.430207758399889,0.127259143058168,0.154181599410945,0.0502214561679633,0.195609055975398,0.0538750926603825,0.604726759312822,32975.566622788,"NO"
"88",94,"06060000010130000000",1,9.34399675678886,"NORMAL",75,"Community services","RELIGIOUS",10.3766113091181,12.7004639628327,0.0063874674834829,0.18079784348455,0.911809215202374,0.347386480836907,0.0746780399066211,0.383032262417645,0.428607234060882,0.119380074164533,0.153023626298141,0.0509706946926592,0.191288318151211,0.052154574582607,0.615705675565319,33492.7135595576,"NO"
"89",95,"06060000010980010000",2,8.15937473677543,"NORMAL",61,"Commercial","APARTMENT",10.7144177687525,11.289781913656,0.0157643395028988,0.151988578229919,0.878398290271859,0.351428624788945,0.0903378199956768,0.476508069255706,0.418546219926172,0.13983646930615,0.262826157400338,0.0659468900777256,0.160614061982767,0.048801172886412,0.572222080665011,32570.13998968,"YES"
"90",96,"06060000020170000000",2,8.44268513924118,"NORMAL",102,"Commercial","APARTMENT",10.8609202277415,11.6775920865255,0.0162815569220275,0.155053957393421,0.874211670700582,0.347472995683005,0.0912837973019516,0.470327883536144,0.41861315156174,0.145824753066136,0.272341504019248,0.066745675023352,0.160510633837605,0.0494764728095662,0.562666667608388,32211.0633981554,"NO"
"91",97,"06060000020220010000",2,8.07090608878782,"NORMAL",95,"Commercial","APARTMENT",10.3672215687683,11.7913144905104,0.0158822881846519,0.152687621645777,0.877443553944018,0.350526564608265,0.0905535450894517,0.475098710769985,0.418561483329705,0.141202065570568,0.264996081592016,0.0661290487364568,0.160590475744317,0.0489551714424896,0.570043019535295,32488.2544826333,"NO"
"92",98,"06067000060010010000",2,7.02108396428914,"NORMAL",107,"Community services","CEMETERY",10.7872550927047,9.82552601106642,0.0158400191556714,0.152437106879827,0.877785700858341,0.350849834078958,0.0904762361267311,0.475603779701587,0.418556013414852,0.140712679617132,0.264218450276598,0.0660637689087342,0.160598928296577,0.0488999832934315,0.570823925236598,32517.5996251054,"NO"
"93",99,"06067000060030000000",1,6.08677472691231,"NORMAL",48,"Commercial","SERVICE OR GAS STATION",10.7099634184031,11.2922787938546,0.0156433483062389,0.151271502819286,0.879377654255272,0.352353953831181,0.0901165302206881,0.477953782486033,0.418530562799435,0.138435647154259,0.260600259486856,0.0657600325921289,0.160638256633969,0.0486432019001595,0.574457351206068,32654.1377532787,"NO"
"94",100,"06067000060040000000",1,7.58680353516258,"NORMAL",77,"Commercial","1 OCCUPANT SM STRUCTURE",10.0647557001323,11.1049572266439,0.0155695103265692,0.150833889165949,0.879975336234563,0.3529186596023,0.0899814824621916,0.478836066049268,0.418521007636435,0.137580759522534,0.259241848218766,0.0656459980209906,0.160653022040154,0.0485467960558227,0.575821482360426,32705.3995420048,"NO"
"95",101,"06068000010020000000",2,7.06304816338817,"NORMAL",75,"Commercial","DETACHED ROW BUILDING",10.6115233455898,10.9577995823077,0.0156280471617253,0.151180817919987,0.87950150946338,0.352470975513656,0.0900885448224116,0.478136614524009,0.41852858272183,0.138258492263857,0.260318761439172,0.0657364016712893,0.160641316409099,0.0486232241087471,0.574740034562543,32664.7605254731,"NO"
"96",102,"06068000010060010000",1,8.09193345597989,"NORMAL",37,"Commercial","MINI-MART : GAS & SNACKS",11.4403547721354,12.595069560931,0.0155465529645755,0.1506978283596,0.88016116474202,0.353094235300139,0.089939494039809,0.479110381560511,0.418518036789495,0.137314961827184,0.258819497290999,0.0656105429213098,0.160657612831727,0.0485168219980729,0.576245611688689,32721.3376194752,"NO"
"97",103,"06068000010070000000",2,7.9355873855892,"NORMAL",87,"Commercial","DETACHED ROW BUILDING",11.1064598565285,11.7706636610489,0.0156554439569843,0.151343189801187,0.879279745936129,0.352261447456928,0.0901386528536208,0.477809252612829,0.418532128063205,0.138575689206685,0.260822785459817,0.0657787129833255,0.16063583786253,0.0486589944696221,0.574233888239071,32645.7403852062,"YES"
"98",104,"06068000010070000000",2,7.9355873855892,"NORMAL",87,"Commercial","DETACHED ROW BUILDING",11.1064598565285,11.7706636610489,0.0156554439569843,0.151343189801187,0.879279745936129,0.352261447456928,0.0901386528536208,0.477809252612829,0.418532128063205,0.138575689206685,0.260822785459817,0.0657787129833255,0.16063583786253,0.0486589944696221,0.574233888239071,32645.7403852062,"YES"
"99",105,"06068000010120010000",2,10.8848354210436,"NORMAL",90,"Community services","SCHOOL",13.0925225353933,13.8782036273027,0.0154900601799351,0.150363014027135,0.880618445933767,0.353526286686914,0.0898361701952097,0.479785408904875,0.418510726218865,0.136660894867513,0.257780188854275,0.0655232960803521,0.160668909713298,0.0484430627399437,0.577289296359764,32760.5575602664,"NO"
"100",106,"06068000010130020000",1,10.3089526606443,"FAIR",15,"Commercial","DISTRIBUTION FACILITY",10.9767820332199,12.5117174183561,0.0150868414183838,0.147973267772892,0.88388230267212,0.356610065017389,0.0890986934904726,0.48460343463223,0.418458546825434,0.131992474446588,0.25036209708569,0.0649005694191661,0.160749541507702,0.0479166040619885,0.584738623618101,33040.490936796,"NO"
"101",107,"06068000010180000000",1,8.67863153729377,"NORMAL",77,"Commercial","1 OCCUPANT SM STRUCTURE",11.0120501720574,11.60276616897,0.0148636336437085,0.146650388000641,0.885689059373182,0.358317136623107,0.0886904522332802,0.487270524816213,0.418429662141976,0.129408200516986,0.246255701466516,0.0645558497644072,0.16079417644316,0.0476251749888155,0.588862310109683,33195.4522431402,"NO"
"102",108,"06068000010190000000",1,7.36770857237437,"NORMAL",67,"Commercial","1 OCCUPANT SM STRUCTURE",9.61580548008435,10.360912399575,0.0147641756532391,0.14606093288882,0.886494122687021,0.359077781774196,0.0885085461364782,0.488458939648472,0.418416791566225,0.128256687348439,0.244425954017309,0.0644022479277888,0.160814065091715,0.0474953186250562,0.590699762108723,33264.5006450246,"NO"
"103",109,"06068000010200000000",1,7.49554194388426,"NORMAL",82,"Commercial","MULTI-OCCUPANT SM STRC",10.3089526606443,10.7276629955025,0.0146973612167752,0.145664945488197,0.887034952552757,0.359588772161989,0.0883863442571739,0.489257299508027,0.41840814529998,0.127483117491716,0.243196756201094,0.064299060440237,0.160827425997551,0.0474080830020068,0.591934135729848,33310.8863606305,"NO"
"104",110,"06068000010280000000",2,8.40290404501411,"NORMAL",87,"Commercial","DETACHED ROW BUILDING",9.9134378833893,11.7698905647599,0.0153334143509506,0.149434625224942,0.881886416557205,0.354724298930003,0.0895496690182163,0.481657156219475,0.418490455127539,0.134847267485517,0.25489834593084,0.0652813739691464,0.160700234233587,0.048238539627683,0.580183273909989,32869.3084419421,"NO"
"105",111,"06068000010290010000",2,7.98752447984877,"NORMAL",87,"Commercial","DETACHED ROW BUILDING",9.78695373628018,11.0759696897707,0.0153788971313379,0.149704186848624,0.88151825591241,0.354376450997461,0.0896328558492884,0.481113686453301,0.418496340924824,0.135373861882919,0.255735101238319,0.0653516170795192,0.160691139026352,0.0482979237801969,0.579342995262189,32837.7321625082,"NO"
"106",112,"06068000010300000000",1,7.49554194388426,"NORMAL",107,"Commercial","1 OCCUPANT SM STRUCTURE",10.0432494949113,11.0284171495216,0.0153640792360803,0.14961636601025,0.881638199456452,0.354489776836077,0.0896057543014247,0.481290744188168,0.418494423383132,0.135202301996793,0.255462493618536,0.0653287324835642,0.160694102165962,0.0482785769385038,0.579616750755681,32848.0194404031,"NO"
"107",113,"06068000010310000000",2,8.32893404195553,"NORMAL",82,"Commercial","DETACHED ROW BUILDING",10.5505907945947,11.2489599191358,0.0153885429204904,0.149761354298888,0.881440178012957,0.354302680929187,0.0896504977486172,0.480998429762073,0.418497589158972,0.13548553971974,0.255912556644507,0.0653665139311695,0.160689210154578,0.0483105177115544,0.579164792641395,32831.0356032599,"NO"
"108",114,"06068000010320000000",1,7.16703787691222,"NORMAL",77,"Commercial","1 OCCUPANT SM STRUCTURE",9.86266555801587,10.2399597891573,0.0154152570574952,0.149919680286987,0.881223940267131,0.354098373777169,0.0896993572155043,0.480679224874685,0.418501046159483,0.135794832923858,0.256404021672221,0.0654077709532374,0.160683868119415,0.0483453967662794,0.578671258193227,32812.4893963719,"NO"
"109",115,"06068000010330000000",1,7.07580886397839,"NORMAL",62,"Commercial","DETACHED ROW BUILDING",10.0345158149425,11.3597742854761,0.0154371246422603,0.150049282338689,0.881046932968134,0.353931132590824,0.089739352463471,0.480417931016265,0.41850387598145,0.13604801330386,0.256806323762333,0.0654415430128423,0.16067949525097,0.0483739479669259,0.578267262122614,32797.3078933678,"NO"
"110",116,"06068000010350000000",1,8.77647578934632,"FAIR",57,"Commercial","1 OCCUPANT SM STRUCTURE",10.7276629955025,11.2822536472352,0.0155040434343918,0.15044588822136,0.880505258394807,0.353419344100917,0.089861745206597,0.479618324219962,0.418512535752065,0.136822791378493,0.258037441429489,0.0655448916661498,0.160666113477096,0.0484613198409438,0.577030960566599,32750.8497291628,"NO"
"111",117,"06076000010110010000",2,8.20193435119422,"NORMAL",92,"Commercial","DETACHED ROW BUILDING",9.85219425814858,11.6172854802945,0.0143549029448238,0.143635306863541,0.889806983135394,0.362207860108374,0.0877599969192251,0.493349303457594,0.418363828748743,0.123518175027378,0.23689648664401,0.06377017161704,0.160895907495956,0.0469609556699037,0.598260933942995,33548.6369554168,"YES"
"112",118,"06076000010130030000",1,8.06148686687133,"FAIR",37,"Commercial","1 OCCUPANT SM STRUCTURE",11.1844213979982,11.339761845961,0.014576066890711,0.144946073528327,0.888016770218992,0.360516419508771,0.0881645000663309,0.490706634805102,0.418392448946129,0.126078785742465,0.240965281558667,0.0641117348048918,0.160851681265644,0.0472497162377781,0.59417500648188,33395.0945708794,"NO"
"113",119,"06076000010180030000",1,10.6080691107217,"FAIR",18,"Commercial","DISTRIBUTION FACILITY",10.9150884642146,12.8866410438833,0.0145829063211674,0.144986608604749,0.887961408407215,0.360464112202055,0.0881770092080579,0.490624911048567,0.418393334017378,0.126157971881244,0.241091107853493,0.0641222975467546,0.160850313582384,0.0472586460740342,0.594048650368057,33390.3463174652,"NO"
"114",120,"06076000010200000000",2,10.3491984892128,"NORMAL",97,"Commercial","ATTACHED ROW BUILDING",11.6190856607986,12.2248943997708,0.0140827847831413,0.142022551159688,0.892009645264057,0.364288993652599,0.0872622998269452,0.49660081957957,0.418328614711173,0.120367622265359,0.231890277390518,0.0633499152935975,0.160950323058322,0.0466056672227694,0.603288222930024,33737.5541464764,"NO"
"115",121,"06076000010220000000",1,7.61874237767041,"NORMAL",82,"Commercial","BAR",10.1658518170036,11.0958937204906,0.0137969717163112,0.140328630214038,0.89432316088643,0.366474864515021,0.0867395551067201,0.500015974925774,0.418291628454867,0.11705851146748,0.226632120378555,0.0629085087078878,0.16100747719558,0.0462324981551229,0.608568520556391,33935.9789830246,"NO"
"116",122,"06076000020010000000",1,10.5198076829827,"NORMAL",67,"Industrial","MANUFACTURING",12.4490188241406,14.2537654888954,0.014394143176818,0.143867870936361,0.889489352836853,0.361907754585901,0.0878317662904538,0.492880425356367,0.418368906715591,0.123972493917845,0.237618396608798,0.0638307738037039,0.16088806061327,0.0470121892994571,0.597535984219195,33521.394545873,"NO"
